Chromophore,Solvent,lambda_abs,lambda_em,QY,log_eps,Lifetime (ns),Molecular weight (g mol-1),Reference,split,strict_core
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,Cc1ccccc1,,,0.87,,,484.140593928,10.1021/ja077756j,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,Cc1ccccc1,,,0.58,,,552.127978556,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,C1CCOC1,,,0.93,,,300.08816443200004,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,C1CCOC1,,,0.92,,,368.07554906000007,10.1021/ja077756j,val,True
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,C1CCOC1,,,0.83,,,484.140593928,10.1021/ja077756j,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,C1CCOC1,,,0.49,,,552.127978556,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CC#N,,,0.95,,,300.08816443200004,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CC#N,,,0.84,,,368.07554906000007,10.1021/ja077756j,val,True
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CC#N,,,0.85,,,484.140593928,10.1021/ja077756j,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CC#N,,,0.45,,,552.127978556,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CCO,,,0.97,,,300.08816443200004,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CCO,,,0.87,,,368.07554906000007,10.1021/ja077756j,val,True
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CCO,,,0.77,,,484.140593928,10.1021/ja077756j,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CCO,,,0.37,,,552.127978556,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=Cc3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CO,,,0.96,,,300.08816443200004,10.1021/ja077756j,test,True
Cc1cc2c(o1)=CC1=C(C(F)(F)F)c3cc4oc(C)cc4n3[B-](F)(F)[N+]=21,CO,,,0.7,,,368.07554906000007,10.1021/ja077756j,val,True
COc1ccc(-c2cc3c(o2)=CC2=Cc4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CO,,,0.77,,,484.140593928,10.1021/ja077756j,train,True
COc1ccc(-c2cc3c(o2)=CC2=C(C(F)(F)F)c4cc5oc(-c6ccc(OC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,CO,,,0.32,,,552.127978556,10.1021/ja077756j,test,True
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CC#N,557.0,601.0,0.26,4.78,,646.306220832,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CN(C)C=O,566.0,607.0,0.28,4.79,,646.306220832,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,ClCCl,567.0,608.0,0.34,4.79,,646.306220832,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CCCCCC,568.0,603.0,0.34,4.82,,646.306220832,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]2=C3)cc1,Cc1ccccc1,573.0,611.0,0.34,4.78,,646.306220832,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CC#N,561.0,606.0,0.22,4.73,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CN(C)C=O,569.0,613.0,0.23,4.69,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,ClCCl,571.0,614.0,0.31,4.65,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,CCCCCC,573.0,607.0,0.32,4.71,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5ccc(OC)cc5)n4[B-](F)(F)[N+]2=C3)cc1,Cc1ccccc1,579.0,616.0,0.31,4.72,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CC#N,552.0,596.0,0.24,4.77,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CN(C)C=O,561.0,603.0,0.27,4.74,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,ClCCl,563.0,602.0,0.36,4.75,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,CCCCCC,564.0,598.0,0.34,4.76,,594.202149688,10.1021/acs.joc.6b02291,train,False
COc1cccc(-c2c3ccccc3c3n2[B-](F)(F)[N+]2=Cc4c5ccccc5c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]2=C3)c1,Cc1ccccc1,571.0,608.0,0.34,4.75,,594.202149688,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CC#N,574.0,627.0,0.49,4.85,,1186.59466424,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CN(C)C=O,584.0,636.0,0.45,4.66,,1186.59466424,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl,591.0,631.0,0.6,4.9,,1186.59466424,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CCCCCC,591.0,626.0,0.64,4.96,,1186.59466424,10.1021/acs.joc.6b02291,train,False
CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,Cc1ccccc1,596.0,632.0,0.59,4.9,,1186.59466424,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CC#N,587.0,641.0,0.36,4.82,,1030.282450808,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CN(C)C=O,593.0,654.0,0.32,4.79,,1030.282450808,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,ClCCl,600.0,648.0,0.5,4.88,,1030.282450808,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,CCCCCC,595.0,630.0,0.46,4.85,,1030.282450808,10.1021/acs.joc.6b02291,train,False
COc1ccc(-c2sc3c(-c4ccc(OC)cc4)c4n(c3c2-c2ccc(OC)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(OC)cc5)c5sc(-c6ccc(OC)cc6)c(-c6ccc(OC)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,Cc1ccccc1,610.0,649.0,0.51,4.87,,1030.282450808,10.1021/acs.joc.6b02291,train,False
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,Cc1ccccc1,399.0,459.0,,,,270.077599748,10.1021/jo702265x,val,False
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,ClCCl,396.0,454.0,,,,270.077599748,10.1021/jo702265x,val,False
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,CCO,391.0,449.0,,,,270.077599748,10.1021/jo702265x,val,False
O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,Cc1ccccc1,458.0,474.0,,,,320.09324981200007,10.1021/jo702265x,train,False
O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,454.0,464.0,,,,320.09324981200007,10.1021/jo702265x,train,False
O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,CCO,450.0,465.0,,,,320.09324981200007,10.1021/jo702265x,train,False
O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,O=C1c2ccccc2C2=Cc3cccc[n+]3[B-](F)(F)N12,,479.0,,,,270.077599748,10.1021/jo702265x,val,False
O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,O=C1c2ccccc2C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)N12,,529.0,,,,320.09324981200007,10.1021/jo702265x,train,False
C#CCn1c2ccccc2c2cc(C=Cc3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,ClC(Cl)Cl,588.0,607.0,0.66,5.094122,3.93,665.131082704,10.1021/jo401379g,val,True
C#CCn1c2ccccc2c2cc(C=Cc3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,CC#N,579.0,605.0,0.77,5.082067,4.03,665.131082704,10.1021/jo401379g,val,True
C#CCn1c2ccccc2c2cc(C=Cc3cc(C)c4n3[B-](F)(F)[N+]3=C(C)C=C(C)C3=C4c3ccc(I)cc3)ccc21,CS(C)=O,589.0,614.0,0.72,5.043755,3.64,665.131082704,10.1021/jo401379g,val,True
C#CCn1c2ccccc2c2cc(C=Cc3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,ClC(Cl)Cl,619.0,644.0,0.62,4.967548,4.24,733.0531380000002,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=Cc3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,CC#N,606.0,650.0,0.43,4.96426,3.95,733.0531380000002,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=Cc3c(Cl)c(C)c4n3[B-](F)(F)[N+]3=C(C)C(Cl)=C(C)C3=C4c3ccc(I)cc3)ccc21,CS(C)=O,616.0,666.0,0.33,4.891537,3.06,733.0531380000002,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,ClC(Cl)Cl,674.0,691.0,0.99,5.024896,4.0,880.2045819919999,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,CC#N,665.0,688.0,0.96,4.998259,4.14,880.2045819919999,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)cc(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3)ccc21,CS(C)=O,678.0,703.0,0.97,4.977266,3.61,880.2045819919999,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,ClC(Cl)Cl,703.0,730.0,0.55,4.935003,3.97,948.126637288,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,CC#N,694.0,731.0,0.5,4.836324,3.94,948.126637288,10.1021/jo401379g,train,True
C#CCn1c2ccccc2c2cc(C=CC3=[N+]4C(=C(c5ccc(I)cc5)c5c(C)c(Cl)c(C=Cc6ccc7c(c6)c6ccccc6n7CC#C)n5[B-]4(F)F)C(C)=C3Cl)ccc21,CS(C)=O,705.0,749.0,0.32,4.836957,3.05,948.126637288,10.1021/jo401379g,train,True
CC1=C(Cl)C(C=Cc2ccc3c(c2)c2ccccc2n3Cc2cn(CCC[P+](c3ccccc3)(c3ccccc3)c3ccccc3)nn2)=[N+]2C1=C(c1ccc(I)cc1)c1c(C)c(Cl)c(C)n1[B-]2(F)F,CCO,612.0,650.0,0.4,4.953276,,1079.19989872209,10.1021/jo401379g,train,True
F[B-]1(F)n2c(cc(Cl)c2-c2ccccc2)C(c2ccccc2)=C2C=C(Cl)C(c3ccccc3)=[N+]21,Cc1ccccc1,572.0,603.0,0.3,4.85309,,488.082990744,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(Cl)c2-c2ccccc2)C(c2ccccc2)=C2C=C(Cl)C(c3ccccc3)=[N+]21,C1CCOC1,566.0,597.0,0.13,4.828015,,488.082990744,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(Cl)c2-c2ccccc2)C(c2ccccc2)=C2C=C(Cl)C(c3ccccc3)=[N+]21,CC#N,558.0,588.0,0.12,4.71265,,488.082990744,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,Cc1ccccc1,604.0,643.0,0.13,4.732394,,682.1408995439998,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,C1CCOC1,594.0,637.0,0.08,4.502427,,682.1408995439998,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C(=O)OCc5ccccc5)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,CC#N,583.0,632.0,0.06,4.604226,,682.1408995439998,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,Cc1ccccc1,609.0,650.0,0.09,4.702431,,573.09936908,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,C1CCOC1,597.0,643.0,0.05,4.599883,,573.09936908,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(Cl)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2Cl)cc1,CC#N,587.0,636.0,0.04,4.653213,,573.09936908,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3cccs3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3cccs3)C(c3ccccc3)=[N+]21,Cc1ccccc1,628.0,680.0,0.08,4.510545,,584.136377576,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3cccs3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3cccs3)C(c3ccccc3)=[N+]21,C1CCOC1,620.0,680.0,0.04,4.419956,,584.136377576,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3cccs3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3cccs3)C(c3ccccc3)=[N+]21,CC#N,613.0,683.0,0.01,4.414973,,584.136377576,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5cccs5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2cccs2)cc1,Cc1ccccc1,653.0,707.0,0.03,4.586587,,669.1527559120001,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5cccs5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2cccs2)cc1,C1CCOC1,645.0,706.0,0.02,4.510545,,669.1527559120001,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5cccs5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2cccs2)cc1,CC#N,635.0,706.0,0.001,4.523746,,669.1527559120001,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,Cc1ccccc1,592.0,622.0,0.64,4.829304,,572.223535704,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,C1CCOC1,586.0,620.0,0.33,4.737193,,572.223535704,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(cc(-c3ccccc3)c2-c2ccccc2)C(c2ccccc2)=C2C=C(c3ccccc3)C(c3ccccc3)=[N+]21,CC#N,576.0,616.0,0.34,4.756636,,572.223535704,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5ccc(C#N)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2ccc(C#N)cc2)cc1,Cc1ccccc1,626.0,677.0,0.06,4.477121,,707.230411976,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5ccc(C#N)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2ccc(C#N)cc2)cc1,C1CCOC1,618.0,676.0,0.03,4.401401,,707.230411976,10.1021/acs.joc.6b02941,train,True
COc1ccc(C2=[N+]3C(=C(c4ccc(C#N)cc4)c4cc(-c5ccc(C#N)cc5)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C=C2c2ccc(C#N)cc2)cc1,CC#N,606.0,676.0,0.001,4.365488,,707.230411976,10.1021/acs.joc.6b02941,train,True
F[B-]1(F)n2c(-c3ccccc3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3ccccc3)=[N+]21,CC#N,643.0,673.0,0.22,4.885926,0.78,497.187484544,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,CC#N,710.0,732.0,0.46,5.03583,3.56,509.1003264160001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,CC#N,733.0,757.0,0.11,5.013259,2.23,521.0131682880001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,ClCCl,740.0,764.0,0.12,5.040998,2.36,521.0131682880001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,Cc1ccccc1,743.0,765.0,0.1,5.031408,2.21,521.0131682880001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,C1CCOC1,740.0,763.0,0.12,5.0306,1.95,521.0131682880001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3cccs3)c2N=C2C(c3cccs3)=CC(c3cccs3)=[N+]21,CS(C)=O,752.0,775.0,0.13,5.033424,2.31,521.0131682880001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,ClCCl,715.9,738.9,0.47,5.058805,3.71,509.1003264160001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,Cc1ccccc1,719.2,741.0,0.44,5.081707,3.7,509.1003264160001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,C1CCOC1,716.2,738.8,0.46,5.080987,3.22,509.1003264160001,10.1021/jo201413b,train,True
F[B-]1(F)n2c(-c3cccs3)cc(-c3ccccc3)c2N=C2C(c3ccccc3)=CC(c3cccs3)=[N+]21,CS(C)=O,726.4,750.9,0.42,5.052694,3.36,509.1003264160001,10.1021/jo201413b,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCCCC1,584.5,596.5,0.94,5.332438,4.09,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,Cc1ccccc1,588.0,603.0,0.96,5.30963,3.96,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,C1CCOC1,581.5,596.5,0.92,5.287802,4.17,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CCOC(C)=O,579.5,594.5,0.92,5.230449,4.18,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,ClCCl,584.0,599.0,0.95,5.283301,4.31,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CN(C)C=O,581.5,598.5,0.92,5.227887,4.05,462.135114624,10.1021/acs.joc.8b02933,train,True
Cc1ccc(C2=C3C=c4c(oc5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4oc23)cc1,CC#N,578.0,595.5,0.9,5.238046,4.35,462.135114624,10.1021/acs.joc.8b02933,train,True
